Latitude,Longitude
47.624176825755725,4.443932951053423
42.945514657858155,4.161807426305633
38.266257757818906,3.91962197297915
33.5865634614068,3.7068137574579287
28.906542470571544,3.5159494130861937
24.226275704528213,3.341594660840402
19.545824504765505,3.179629548377667
14.865237108888614,3.0268139500131057
10.184552948608085,2.8804990468183456
5.503805647590109,2.738426051974614
0.8230252400892465,2.598577233192947
-3.8577600584818197,2.4590570100416382
-8.538522297738348,2.31798760135223
-13.219232269499404,2.173406752914509
-17.899857836539994,2.023155501864505
-22.580361902716685,1.8647418686372947
-27.260699736270137,1.6951611356304586
-31.94081520589812,1.5106431634879698
-36.62063520487411,1.3062781321539292
